,Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Drug Use Disorder Estimate,Drug Use Disorder Estimate Description,Drug Use Disorder Estimate Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude,Pa Senatorial Districts (2017-01),Municipality Boundary,Pa House Districts (2017-01),Pa School Districts (2017),Pennsylvania County Boundaries
304,County,Clinton,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,18,18,42,035,41.232862737,-77.6428376,"{'type': 'Point', 'coordinates': [-77.6428376, 41.232862737]}",14,1835,74,206,9
305,State,Commonwealth,All,15 to 24 years,2018,2018 Annual,20189,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
306,County,Juniata,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,34,34,42,067,40.534330084,-77.405775,"{'type': 'Point', 'coordinates': [-77.405775, 40.534330084]}",18,53,36,201,21
307,County,Delaware,All,All (12 to 100 years),2018,2018 Annual,13332,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,23,23,42,045,39.916578665,-75.40627712,"{'type': 'Point', 'coordinates': [-75.40627712, 39.916578665]}",35,782,63,380,28
308,County,Montgomery,All,All (12 to 100 years),2016,2016 Annual,15370,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,46,46,42,091,40.209898739,-75.37252001,"{'type': 'Point', 'coordinates': [-75.37252001, 40.209898739]}",33,1082,152,249,57
309,County,Franklin,All,All (12 to 100 years),2017,2017 Annual,1636,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,28,28,42,055,39.92786197,-77.72398845,"{'type': 'Point', 'coordinates': [-77.72398845, 39.92786197]}",19,380,33,19,33
310,County,Bradford,All,All (12 to 100 years),2018,2018 Annual,791,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,8,08,42,015,41.79117814,-76.51825624,"{'type': 'Point', 'coordinates': [-76.51825624, 41.79117814]}",21,442,88,349,34
311,County,Potter,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,53,53,42,105,41.744206438,-77.89879229,"{'type': 'Point', 'coordinates': [-77.89879229, 41.744206438]}",14,2155,14,58,63
312,County,Centre,All,All (12 to 100 years),2016,2016 Annual,1033,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,14,14,42,027,40.919313501,-77.82500112,"{'type': 'Point', 'coordinates': [-77.82500112, 40.919313501]}",18,1790,74,37,5
313,State,Commonwealth,All,55 to 64 years,2016,2016 Annual,37260,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
314,County,Wyoming,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,66,66,42,131,41.51892488,-76.01813003,"{'type': 'Point', 'coordinates': [-76.01813003, 41.51892488]}",29,2460,91,444,11
315,County,Perry,All,All (12 to 100 years),2019,2019 Annual,790,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,50,50,42,099,40.404153174,-77.25907385,"{'type': 'Point', 'coordinates': [-77.25907385, 40.404153174]}",23,1648,37,485,61
316,County,Jefferson,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,33,33,42,065,41.131390912,-79.00101814,"{'type': 'Point', 'coordinates': [-79.00101814, 41.131390912]}",14,1361,16,107,20
317,County,Northumberland,All,All (12 to 100 years),2016,2016 Annual,2095,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,49,49,42,097,40.851509257,-76.71188423,"{'type': 'Point', 'coordinates': [-76.71188423, 40.851509257]}",22,2094,73,375,60
318,County,Venango,All,All (12 to 100 years),2020,2020 Annual,1106,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,61,61,42,121,41.403412586,-79.76286561,"{'type': 'Point', 'coordinates': [-79.76286561, 41.403412586]}",5,1400,45,71,50
319,State,Commonwealth,All,15 to 24 years,2019,2019 Annual,16748,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
320,County,Berks,All,All (12 to 100 years),2019,2019 Annual,9196,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,6,06,42,011,40.419396351,-75.93077327,"{'type': 'Point', 'coordinates': [-75.93077327, 40.419396351]}",27,191,46,435,45
321,County,Mifflin,All,All (12 to 100 years),2018,2018 Annual,733,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,44,44,42,087,40.61274928,-77.62003089,"{'type': 'Point', 'coordinates': [-77.62003089, 40.61274928]}",18,587,36,295,55
322,County,Indiana,All,All (12 to 100 years),2019,2019 Annual,2654,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,32,32,42,063,40.652954975,-79.09333493,"{'type': 'Point', 'coordinates': [-79.09333493, 40.652954975]}",15,415,27,269,19
323,County,Wyoming,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,66,66,42,131,41.51892488,-76.01813003,"{'type': 'Point', 'coordinates': [-76.01813003, 41.51892488]}",29,2460,91,444,11
324,County,Fulton,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,29,29,42,057,39.924875109,-78.11485045,"{'type': 'Point', 'coordinates': [-78.11485045, 39.924875109]}",17,164,31,472,36
325,State,Commonwealth,All,25 to 34 years,2017,2017 Annual,92900,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
326,County,Philadelphia,All,All (12 to 100 years),2018,2018 Annual,66980,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,51,51,42,101,40.004443538,-75.140236,"{'type': 'Point', 'coordinates': [-75.140236, 40.004443538]}",46,1069,182,365,13
327,County,Montour,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,47,47,42,093,41.028018244,-76.66470527,"{'type': 'Point', 'coordinates': [-76.66470527, 41.028018244]}",22,963,54,64,58
328,County,Westmoreland,All,All (12 to 100 years),2017,2017 Annual,11847,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,65,65,42,129,40.310314999,-79.47134118,"{'type': 'Point', 'coordinates': [-79.47134118, 40.310314999]}",13,2447,6,209,24
329,County,Union,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,60,60,42,119,40.96473131,-77.06415803,"{'type': 'Point', 'coordinates': [-77.06415803, 40.96473131]}",21,1979,72,296,49
330,State,Commonwealth,All,45 to 54 years,2020,2020 Annual,63386,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
331,County,Forest,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,27,27,42,053,41.513578758,-79.23780995,"{'type': 'Point', 'coordinates': [-79.23780995, 41.513578758]}",5,207,60,186,32
332,County,Bedford,All,All (12 to 100 years),2018,2018 Annual,791,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,5,05,42,009,40.007375364,-78.49116474,"{'type': 'Point', 'coordinates': [-78.49116474, 40.007375364]}",16,1549,31,3,43
333,County,Dauphin,All,All (12 to 100 years),2019,2019 Annual,6920,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,22,22,42,043,40.41974636,-76.77960568,"{'type': 'Point', 'coordinates': [-76.77960568, 40.41974636]}",23,2368,41,25,18
334,County,Union,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,60,60,42,119,40.96473131,-77.06415803,"{'type': 'Point', 'coordinates': [-77.06415803, 40.96473131]}",21,1979,72,296,49
335,County,Cumberland,All,All (12 to 100 years),2016,2016 Annual,3835,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,21,21,42,041,40.167598388,-77.26866271,"{'type': 'Point', 'coordinates': [-77.26866271, 40.167598388]}",20,2128,40,146,17
336,County,McKean,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,42,42,42,083,41.810370736,-78.5712202,"{'type': 'Point', 'coordinates': [-78.5712202, 41.810370736]}",14,1778,14,424,47
337,County,Forest,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,27,27,42,053,41.513578758,-79.23780995,"{'type': 'Point', 'coordinates': [-79.23780995, 41.513578758]}",5,207,60,186,32
338,County,Crawford,All,All (12 to 100 years),2018,2018 Annual,1817,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,20,20,42,039,41.685469069,-80.11321083,"{'type': 'Point', 'coordinates': [-80.11321083, 41.685469069]}",3,1995,47,344,16
339,County,Butler,All,All (12 to 100 years),2016,2016 Annual,5546,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,10,10,42,019,40.910831848,-79.91711779,"{'type': 'Point', 'coordinates': [-79.91711779, 40.910831848]}",5,738,12,100,1
340,County,Jefferson,All,All (12 to 100 years),2019,2019 Annual,948,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,33,33,42,065,41.131390912,-79.00101814,"{'type': 'Point', 'coordinates': [-79.00101814, 41.131390912]}",14,1361,16,107,20
341,County,Somerset,All,All (12 to 100 years),2020,2020 Annual,1047,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,56,56,42,111,39.97146299,-79.03100206,"{'type': 'Point', 'coordinates': [-79.03100206, 39.97146299]}",1,799,30,428,66
342,County,Westmoreland,All,All (12 to 100 years),2019,2019 Annual,9575,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,65,65,42,129,40.310314999,-79.47134118,"{'type': 'Point', 'coordinates': [-79.47134118, 40.310314999]}",13,2447,6,209,24
343,County,Montour,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,47,47,42,093,41.028018244,-76.66470527,"{'type': 'Point', 'coordinates': [-76.66470527, 41.028018244]}",22,963,54,64,58
344,County,Bucks,All,All (12 to 100 years),2020,2020 Annual,12827,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,9,09,42,017,40.335011331,-75.11291241,"{'type': 'Point', 'coordinates': [-75.11291241, 40.335011331]}",40,430,145,22,35
345,County,Cumberland,All,All (12 to 100 years),2017,2017 Annual,4545,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,21,21,42,041,40.167598388,-77.26866271,"{'type': 'Point', 'coordinates': [-77.26866271, 40.167598388]}",20,2128,40,146,17
346,State,Commonwealth,All,55 to 64 years,2019,2019 Annual,51382,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
347,County,Allegheny,All,All (12 to 100 years),2019,2019 Annual,39468,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,2,02,42,003,40.46735543,-79.98619843,"{'type': 'Point', 'coordinates': [-79.98619843, 40.46735543]}",6,2158,163,324,40
348,State,Commonwealth,All,15 to 24 years,2016,2016 Annual,27466,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
349,County,Schuylkill,All,All (12 to 100 years),2019,2019 Annual,1327,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,54,54,42,107,40.707512431,-76.22332385,"{'type': 'Point', 'coordinates': [-76.22332385, 40.707512431]}",27,1343,127,304,64
350,County,Luzerne,All,All (12 to 100 years),2017,2017 Annual,8120,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,40,40,42,079,41.178364388,-75.9919961,"{'type': 'Point', 'coordinates': [-75.9919961, 41.178364388]}",30,406,92,52,14
351,County,Perry,All,All (12 to 100 years),2017,2017 Annual,1091,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,50,50,42,099,40.404153174,-77.25907385,"{'type': 'Point', 'coordinates': [-77.25907385, 40.404153174]}",23,1648,37,485,61
352,County,Elk,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,24,24,42,047,41.428194161,-78.64947713,"{'type': 'Point', 'coordinates': [-78.64947713, 41.428194161]}",14,1258,15,405,29
353,County,Franklin,All,All (12 to 100 years),2019,2019 Annual,1232,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,28,28,42,055,39.92786197,-77.72398845,"{'type': 'Point', 'coordinates': [-77.72398845, 39.92786197]}",19,380,33,19,33
354,County,Lycoming,All,All (12 to 100 years),2020,2020 Annual,1973,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,41,41,42,081,41.344597923,-77.06942457,"{'type': 'Point', 'coordinates': [-77.06942457, 41.344597923]}",21,1905,75,441,15
355,State,Commonwealth,Male,All (12 to 100 years),2017,2017 Annual,214736,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
356,County,Indiana,All,All (12 to 100 years),2018,2018 Annual,1875,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,32,32,42,063,40.652954975,-79.09333493,"{'type': 'Point', 'coordinates': [-79.09333493, 40.652954975]}",15,415,27,269,19
357,County,Bradford,All,All (12 to 100 years),2017,2017 Annual,848,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,8,08,42,015,41.79117814,-76.51825624,"{'type': 'Point', 'coordinates': [-76.51825624, 41.79117814]}",21,442,88,349,34
358,County,Mercer,All,All (12 to 100 years),2019,2019 Annual,3192,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,43,43,42,085,41.302377765,-80.26009411,"{'type': 'Point', 'coordinates': [-80.26009411, 41.302377765]}",3,1048,48,300,54
359,County,Chester,All,All (12 to 100 years),2020,2020 Annual,6907,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,15,15,42,029,39.974870557,-75.75626498,"{'type': 'Point', 'coordinates': [-75.75626498, 39.974870557]}",32,2415,147,69,6
360,County,Monroe,All,All (12 to 100 years),2017,2017 Annual,2121,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,45,45,42,089,41.060917865,-75.34083603,"{'type': 'Point', 'coordinates': [-75.34083603, 41.060917865]}",38,912,121,362,56
361,County,Lebanon,All,All (12 to 100 years),2016,2016 Annual,974,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,38,38,42,075,40.367597002,-76.46182575,"{'type': 'Point', 'coordinates': [-76.46182575, 40.367597002]}",28,371,130,44,25
362,County,Berks,All,All (12 to 100 years),2016,2016 Annual,6461,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,6,06,42,011,40.419396351,-75.93077327,"{'type': 'Point', 'coordinates': [-75.93077327, 40.419396351]}",27,191,46,435,45
363,State,Commonwealth,All,65+ years,2018,2018 Annual,4102,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
364,County,Lawrence,All,All (12 to 100 years),2018,2018 Annual,2666,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,37,37,42,073,40.993250351,-80.33754114,"{'type': 'Point', 'coordinates': [-80.33754114, 40.993250351]}",2,622,22,231,27
365,County,Tioga,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,59,59,42,117,41.773338336,-77.25788076,"{'type': 'Point', 'coordinates': [-77.25788076, 41.773338336]}",14,97,77,477,48
366,County,Potter,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,53,53,42,105,41.744206438,-77.89879229,"{'type': 'Point', 'coordinates': [-77.89879229, 41.744206438]}",14,2155,14,58,63
367,County,Chester,All,All (12 to 100 years),2018,2018 Annual,9845,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,15,15,42,029,39.974870557,-75.75626498,"{'type': 'Point', 'coordinates': [-75.75626498, 39.974870557]}",32,2415,147,69,6
368,County,Lawrence,All,All (12 to 100 years),2019,2019 Annual,2338,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,37,37,42,073,40.993250351,-80.33754114,"{'type': 'Point', 'coordinates': [-80.33754114, 40.993250351]}",2,622,22,231,27
369,County,Pike,All,All (12 to 100 years),2020,2020 Annual,1465,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,52,52,42,103,41.332571995,-75.03270924,"{'type': 'Point', 'coordinates': [-75.03270924, 41.332571995]}",29,1997,109,169,62
370,County,Beaver,All,All (12 to 100 years),2017,2017 Annual,5333,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,4,04,42,007,40.683492455,-80.35107356,"{'type': 'Point', 'coordinates': [-80.35107356, 40.683492455]}",2,379,23,2,42
371,County,Erie,All,All (12 to 100 years),2017,2017 Annual,6242,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,25,25,42,049,41.99413787,-80.0407591,"{'type': 'Point', 'coordinates': [-80.0407591, 41.99413787]}",3,1153,52,163,30
372,County,Centre,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,14,14,42,027,40.919313501,-77.82500112,"{'type': 'Point', 'coordinates': [-77.82500112, 40.919313501]}",18,1790,74,37,5
373,County,Wayne,All,All (12 to 100 years),2018,2018 Annual,1231,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,64,64,42,127,41.649698053,-75.3051535,"{'type': 'Point', 'coordinates': [-75.3051535, 41.649698053]}",29,1928,89,433,53
374,County,Bedford,All,All (12 to 100 years),2020,2020 Annual,1047,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,5,05,42,009,40.007375364,-78.49116474,"{'type': 'Point', 'coordinates': [-78.49116474, 40.007375364]}",16,1549,31,3,43
375,County,Crawford,All,All (12 to 100 years),2020,2020 Annual,1615,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,20,20,42,039,41.685469069,-80.11321083,"{'type': 'Point', 'coordinates': [-80.11321083, 41.685469069]}",3,1995,47,344,16
376,County,Lancaster,All,All (12 to 100 years),2017,2017 Annual,10090,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,36,36,42,071,40.045907962,-76.25138768,"{'type': 'Point', 'coordinates': [-76.25138768, 40.045907962]}",25,222,144,74,23
377,County,Lawrence,All,All (12 to 100 years),2020,2020 Annual,2542,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,37,37,42,073,40.993250351,-80.33754114,"{'type': 'Point', 'coordinates': [-80.33754114, 40.993250351]}",2,622,22,231,27
378,State,Commonwealth,All,35 to 44 years,2017,2017 Annual,75174,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
379,State,Commonwealth,Female,All (12 to 100 years),2020,2020 Annual,89640,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
380,County,Pike,All,All (12 to 100 years),2018,2018 Annual,1524,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,52,52,42,103,41.332571995,-75.03270924,"{'type': 'Point', 'coordinates': [-75.03270924, 41.332571995]}",29,1997,109,169,62
381,County,Tioga,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,59,59,42,117,41.773338336,-77.25788076,"{'type': 'Point', 'coordinates': [-77.25788076, 41.773338336]}",14,97,77,477,48
382,County,Montour,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,47,47,42,093,41.028018244,-76.66470527,"{'type': 'Point', 'coordinates': [-76.66470527, 41.028018244]}",22,963,54,64,58
383,State,Commonwealth,Female,All (12 to 100 years),2019,2019 Annual,95148,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
384,County,Centre,All,All (12 to 100 years),2017,2017 Annual,788,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,14,14,42,027,40.919313501,-77.82500112,"{'type': 'Point', 'coordinates': [-77.82500112, 40.919313501]}",18,1790,74,37,5
